month,hour,weekday,temperature,humidity,windspeed,count
7,9,3,0.82,0.56,0.0,297
7,5,4,0.72,0.7,0.1045,40
7,1,5,0.66,0.89,0.1343,11
7,21,5,0.62,0.83,0.3284,122
7,17,6,0.6,0.88,0.1642,241
7,13,0,0.7,0.65,0.0896,626
7,9,1,0.74,0.74,0.1343,345
7,5,2,0.66,0.83,0.1045,50
7,1,3,0.7,0.58,0.194,28
7,21,3,0.72,0.45,0.1343,397
7,17,4,0.9,0.45,0.4179,738
7,13,5,0.84,0.47,0.2836,314
7,9,6,0.78,0.59,0.1045,337
7,5,0,0.62,0.78,0.194,17
7,1,1,0.7,0.74,0.0,19
7,21,1,0.72,0.7,0.194,322
7,17,2,0.78,0.52,0.2239,820
8,13,3,0.8,0.52,0.1642,280
8,9,4,0.76,0.66,0.1045,343
8,5,5,0.66,0.83,0.1642,37
8,1,6,0.72,0.84,0.194,122
8,21,6,0.8,0.59,0.2537,289
8,17,0,0.82,0.46,0.2537,382
8,13,1,0.8,0.49,0.2239,289
8,9,2,0.7,0.74,0.1343,327
8,5,3,0.68,0.89,0.1642,43
8,1,4,0.7,0.79,0.1343,28
8,21,4,0.7,0.58,0.1642,336
8,17,5,0.8,0.52,0.2836,730
8,13,6,0.8,0.49,0.3582,569
8,9,0,0.7,0.48,0.2239,217
8,5,1,0.64,0.69,0.1045,36
8,1,2,0.68,0.79,0.2537,27
8,21,2,0.74,0.62,0.2239,308
8,17,3,0.74,0.55,0.2836,851
8,13,4,0.8,0.31,0.2239,300
8,9,5,0.7,0.58,0.1045,378
8,5,6,0.6,0.78,0.2537,9
8,1,0,0.64,0.65,0.0,131
8,21,0,0.62,0.78,0.0896,190
8,17,1,0.7,0.58,0.2836,893
8,13,2,0.74,0.4,0.0,331
8,9,3,0.68,0.65,0.0,376
8,5,4,0.62,0.83,0.0,37
8,1,5,0.64,0.73,0.0,42
8,21,5,0.7,0.61,0.1642,306
8,17,6,0.66,0.74,0.3284,403
8,13,0,0.66,0.78,0.4179,541
8,9,1,0.66,0.83,0.1045,342
8,5,2,0.66,0.83,0.0896,42
8,1,3,0.64,0.69,0.1343,14
8,21,3,0.66,0.54,0.1045,313
8,17,4,0.82,0.34,0.2239,844
8,13,5,0.88,0.27,0.3284,368
9,9,6,0.76,0.58,0.194,237
9,5,0,0.66,0.89,0.0,12
9,1,1,0.68,0.89,0.1642,55
9,21,1,0.72,0.76,0.1045,184
9,17,2,0.76,0.7,0.3582,856
9,13,3,0.8,0.63,0.1642,234
9,9,4,0.66,0.94,0.1343,123
9,5,5,0.62,0.88,0.0,40
9,1,6,0.66,0.89,0.2836,117
9,21,6,0.6,0.83,0.1642,181
9,17,0,0.7,0.37,0.2537,671
9,13,1,0.64,0.38,0.2239,323
9,9,2,0.6,0.49,0.0,358
9,5,3,0.5,0.72,0.0896,48
9,1,4,0.54,0.77,0.0896,28
9,21,4,0.62,0.65,0.1045,317
9,17,5,0.72,0.51,0.194,894
9,13,6,0.68,0.36,0.194,704
9,9,0,0.58,0.6,0.1343,296
9,5,1,0.48,0.82,0.0896,45
9,1,2,0.6,0.94,0.194,5
9,21,2,0.6,0.88,0.194,207
9,17,3,0.6,0.38,0.2239,886
9,13,4,0.64,0.44,0.1343,336
9,9,5,0.58,0.68,0.1343,383
9,5,6,0.56,0.83,0.3284,17
9,1,0,0.54,0.52,0.3582,142
9,21,0,0.52,0.48,0.1045,196
9,17,1,0.58,0.3,0.0,898
9,13,2,0.64,0.47,0.2537,305
9,9,3,0.6,0.64,0.194,334
9,5,4,0.58,0.83,0.0,66
9,1,5,0.6,0.88,0.0,13
9,21,5,0.6,0.53,0.194,237
9,17,6,0.6,0.38,0.3582,712
9,13,0,0.62,0.41,0.2537,594
10,9,1,0.52,0.63,0.0,340
10,5,2,0.56,0.83,0.1343,43
10,1,3,0.62,0.94,0.0,19
10,21,3,0.66,0.74,0.0,209
10,17,4,0.7,0.51,0.2239,901
10,13,5,0.7,0.48,0.0,424
10,9,6,0.6,0.73,0.194,395
10,5,0,0.44,0.54,0.1343,10
10,1,1,0.34,0.87,0.1642,37
10,21,1,0.4,0.76,0.2239,151
10,17,2,0.52,0.68,0.1642,806
10,13,3,0.56,0.49,0.0,297
10,9,4,0.4,0.43,0.3881,355
10,5,5,0.36,0.81,0.0896,35
10,1,6,0.34,0.53,0.1343,146
10,21,6,0.4,0.58,0.194,204
10,17,0,0.64,0.44,0.194,539
10,13,1,0.56,0.88,0.2239,146
10,9,2,0.48,0.55,0.2537,355
10,5,3,0.36,0.81,0.0,41
10,1,4,0.46,0.82,0.2239,14
10,21,4,0.54,0.77,0.194,283
10,17,5,0.62,0.69,0.3582,425
10,13,6,0.56,0.43,0.1642,714
10,9,0,0.46,0.55,0.1642,269
10,5,1,0.38,0.76,0.0896,46
10,1,2,0.46,0.77,0.1642,17
10,21,2,0.56,0.68,0.0,295
10,17,3,0.66,0.47,0.0,963
10,13,4,0.56,0.78,0.0,313
10,9,5,0.54,0.88,0.1343,403
10,5,6,0.5,0.82,0.194,9
10,1,0,0.5,0.72,0.2836,133
10,21,0,0.44,0.88,0.4179,46
10,5,3,0.3,0.81,0.1343,24
11,1,4,0.3,0.75,0.1045,30
11,21,4,0.38,0.54,0.1343,267
11,17,5,0.38,0.4,0.3284,638
11,13,6,0.36,0.46,0.3582,449
11,9,0,0.32,0.53,0.0,217
11,5,1,0.3,0.52,0.3284,39
11,1,2,0.24,0.6,0.1642,8
11,21,2,0.3,0.56,0.2537,151
11,17,3,0.32,0.53,0.3881,517
11,14,4,0.44,0.18,0.4179,182
11,10,5,0.36,0.5,0.3284,197
11,6,6,0.24,0.93,0.0896,16
11,2,0,0.32,0.87,0.1045,70
11,22,0,0.42,0.71,0.194,134
11,18,1,0.52,0.72,0.1343,551
11,14,2,0.38,0.46,0.3881,203
11,10,3,0.32,0.45,0.3582,171
11,6,4,0.3,0.65,0.2537,147
11,2,5,0.3,0.7,0.1642,9
11,22,5,0.32,0.53,0.2537,162
11,18,6,0.36,0.5,0.1045,271
11,14,0,0.4,0.62,0.2985,428
11,10,1,0.36,0.66,0.2537,139
11,6,2,0.34,0.71,0.1642,148
11,2,3,0.28,0.87,0.1045,8
11,22,3,0.34,0.49,0.0,88
11,18,4,0.4,0.43,0.0,70
11,14,5,0.5,0.36,0.2537,435
11,10,6,0.26,0.44,0.2985,142
11,6,0,0.22,0.47,0.1045,11
11,2,1,0.2,0.69,0.0,5
11,22,1,0.32,0.61,0.0,104
11,18,2,0.26,0.81,0.3582,482
11,14,3,0.36,0.4,0.2985,176
11,11,4,0.36,0.37,0.2239,163
11,7,5,0.22,0.8,0.0,352
12,3,6,0.26,0.81,0.1343,15
12,23,6,0.32,0.81,0.0,126
12,19,0,0.4,0.82,0.194,174
12,15,1,0.6,0.56,0.0,268
12,11,2,0.48,0.77,0.194,207
12,7,3,0.46,0.59,0.2985,398
12,3,4,0.22,0.55,0.194,2
12,23,4,0.24,0.65,0.1642,93
12,19,5,0.38,0.76,0.0,352
12,15,6,0.42,0.82,0.1642,541
12,11,0,0.4,0.87,0.2985,250
12,7,1,0.38,0.94,0.2537,294
12,3,2,0.36,0.76,0.2836,3
12,23,2,0.3,0.52,0.2239,64
12,19,3,0.3,0.56,0.2239,402
12,15,4,0.36,0.34,0.1343,280
12,11,5,0.32,0.65,0.194,211
12,7,6,0.24,0.75,0.0896,48
12,3,0,0.34,0.87,0.194,38
12,23,0,0.36,0.93,0.1343,33
12,19,1,0.42,0.88,0.1343,340
12,15,2,0.46,0.44,0.4925,246
12,11,3,0.4,0.54,0.2239,200
12,7,4,0.3,0.7,0.0,350
12,3,5,0.46,0.94,0.3881,3
12,23,5,0.26,0.44,0.2836,40
12,19,6,0.24,0.48,0.3582,60
12,15,0,0.34,0.34,0.1343,137
12,12,1,0.28,0.56,0.0896,135
12,9,2,0.24,0.87,0.0,28
12,5,3,0.22,0.69,0.2836,11
12,1,4,0.24,0.93,0.4478,5
12,21,4,0.24,0.6,0.2537,63
12,17,5,0.24,0.6,0.1343,271
12,13,6,0.2,1.0,0.0,84
12,9,0,0.24,0.52,0.3881,74
12,5,1,0.16,0.64,0.194,9
